"ITEMPLAN MADRE	ESTADO ITEM. MADRE	CANT. HIJOS	NOMBRE ITEM. MADRE	PROYECTO	SUBPROYECTO	PRIORIDAD	PEP1	PEP2	ORDEN DE COMPRA	SITUACION.	MONTO.	# CERT.	EECC	ENCARGADO	# CARTA	FECHA RECEPCION	# FACTURA	ESTADO FACTURA	FECHA VALIDACION"
"M-20-10-006	Certificado	3	TRABAJOS PENDIENTES DEL CONVENIO 042-2016 MTC - REUBICACION RED TRAMO MATARANI - EL ARENAL - PUNTA DE BOMBON	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403266163	OC CERTIFICADA	10821.20	5031638198	EZENTIS	PROVIAS MTC	CORREO ALONSO	16/10/2020/	FEVC-00001590	EMITIDO	2020-12-04 06:17:15"
"M-20-10-007	Certificado	5	05 PUENTES PONTONES EN LAMBAYEQUE - REUBICACION TDP	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403294486	OC CERTIFICADA	30673.46	5032325200	COBRA	PROVIAS MTC	OFICIO 24912 MTC	20/10/2020/			2020-12-31 13:26:42"
"M-20-10-008	Certificado	1	AV. DOMINGO ORUE  - CARTA 307	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403294435	OC CERTIFICADA	15397.67	5031141586	COBRA	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 307	26/10/2020/			2020-11-16 07:37:58"
"M-20-10-009	Certificado	1	Acceso Puerto Multiproposito Chanchay	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403285527	OC CERTIFICADA	1474.33	5031130306	LARI	COSCO SHIPPING PORTS CHANCAY	CSPCP-LTR-PMO-013-2020	29/10/2020/	 FEVC 00007739 	EMITIDO	2020-11-16 07:37:36"
"M-20-10-010	Cancelado	1	REGULARIZACION DE IP CANCELADA 19-0420100028 A EZENTIS - OBRAS ADICIONALES NIVELACION DE TECHOS DE CAMARAS	OBRA PUBLICA	EMAPE	SI				SIN SOLICITUD OC	1000.00		TDP	EMAPE	CORREO DE ELSA MEDINA DEL 28-10-2020 17:27 HO	29/10/2020/			"
"M-20-10-011	Certificado	1	EJE DE INTEGRACION VIAL N - TRAMO I  - UNO - AREQUIPA	OBRA PUBLICA	GOBIERNOS REGIONALES	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403294449	OC CERTIFICADA	3850.51	5033444607	DOMINION	GOBIERNO REGIONAL DE AREQUIPA	CARTA 160 -2020 SICMA SAC 	29/10/2020/			2020-12-31 13:24:40"
"M-20-10-012	Certificado	1	TALUDES DE AAHH NUEVO AMANECER Y ALTOS DE NUEVO AMANECER - CERRO LA MILLA	OBRA PUBLICA	EMAPE	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403294469	OC CERTIFICADA	1364.48	5031130416	EZENTIS	EMAPE	CARTA N - 865 2020 EMAPE	31/10/2020/	FEVC-00007114	EMITIDO	2020-12-04 06:15:45"
"M-20-11-000	Certificado	9	COSTANERA PIURA  -  ZONA LITEYCA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403313335	OC CERTIFICADA	11680.61	5033445589	LITEYCA	CONSORCIO VIAL IV - PIURA	CORREO DE ALONSO 3-11-2020 15	03/11/2020/	 FEVC 00007674 	EMITIDO	2020-12-30 16:14:15"
"M-20-11-001	Certificado	1	REUBICACION TDP DE LOS PASAJES 1 -2-3-4-5-6-7 - A y B - SECTOR ALTO PERU - COMAS - C.U. 2332919 	OBRA PUBLICA	EMAPE	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403313299	OC CERTIFICADA	233.15	5031960739	EZENTIS	EMAPE	CARTA 000863-2020-EMAPE-GCI	06/11/2020/	FEVC-00007112	EMITIDO	2020-12-15 13:45:03"
"M-20-11-002	Certificado	3	REUBICACION TDP - CARRETER A HUANUCO - CONOCOCHA, SECTOR: HUANUCO - LA UNION - HUALLANCA RUTA PE3N, TRAMO I: KM 0+000 AL KM 52+920""	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403313334	OC CREADA	11720.62	5032607627	LARI	PROVIAS MTC	Oficio N 5833-2017-MTC-20.15	27/11/2020/	fevc-6896	EMITIDO	2021-04-29 11:48:15"
"M-20-11-003	Certificado	2	CONSORCIO SULLABELLA-SULLANA SISTEMA DE TRATAMIENTO DE AGUAS SERVIDAS EN SULLANA Y BELLAVISTA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403313325	OC CERTIFICADA	50827.38	5033445425	LITEYCA	CONSORCIO SULLABELLA	013-2019 DEL 29 DE NOV 2019	13/11/2020/	 FEVC 00007574 	EMITIDO	2020-12-30 16:08:03"
"M-20-11-004	Certificado	1	AA.HH. PROYECTO ESPECIAL HUAYCAN  ZONA C- UCV N°46  - ATE VITARTE PROVINCIA Y DPTO DE DE LIMA	OBRA PUBLICA	EMAPE	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403313341	OC CERTIFICADA	73.68	5031960797	LARI	EMAPE	N° 000867-2020-EMAPE/GCI	17/11/2020/	FEVC-00007111	EMITIDO	2020-12-30 16:16:45"
"M-20-11-005	Cancelado	1	CANCELAR IP MADRE M-20-11-005 - ESTA DUPLICADO CON LA IP MADRE M-20-11-006	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403328332	OC ANULADA			LARI	PROVIAS MTC	P0300-3000-05-CPR-RdO-035	17/11/2020/			"
"M-20-11-006	Cerrado	3	SOLO DOS PUENTES JUNIN - PUENTE PICKANAKI -PROVISIONAL Y DEFINIIVO Y PUENTE SAN FRANCISCO DEFINITIVO- SE EXTRAEN DE LA IP MADRE M-20-06-013 	OBRA PUBLICA	PROVIAS MTC	NO				SIN SOLICITUD OC	9739.69		LARI	PROVIAS MTC	P0300-3000-05-CPR-RdO-035	17/11/2020/	FEV-300000292-01	EMITIDO	"
"M-20-11-007	Cancelado	1	TRAMO EZENTIS - PV4 02 Y PV4 03 DEL RAMAL 4 DEL PROYECTO LINEA 2 (CALLAO) y ESTACION QUILCA - E06 - DEL RAMAL 4 DEL PROYECTO LINEA 2 (CALLAO)	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403328341	OC ANULADA			EZENTIS	ATU	CORREO DE ALONSO	18/11/2020/			"
"M-20-11-008	Cancelado	1	TRAMO COBRA - PV4 02 Y PV4 03 DEL RAMAL 4 DEL PROYECTO LINEA 2 (CALLAO) y ESTACION QUILCA - E06 - DEL RAMAL 4 DEL PROYECTO LINEA 2 (CALLAO)	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403328307	OC ANULADA			COBRA	ATU	S/N	18/11/2020/			"
"M-20-11-009	Cerrado	5	REUBICACIÓN RED FO RED VIAL 5 - OBRAS COMPLEMENTARIAS GRUPO 1 - HUACHO	OBRA PUBLICA	MTC	SI	P-0055-20-0681-00002	P-0055-20-0681-00002-001	9403524202	OC CREADA	2400.00		LARI	MTC	S/N	18/11/2020/	 FEVC-00005659 	EMITIDO	2021-02-15 17:18:51"
"M-20-11-010	Cancelado	1	PROYECTO VIAL IIRSA TRAMO II DESDE PUENTE RICARDO PALMA HASTA DV CERRO DE PASCO - 1 OBRA KM136  Y UNA CABINA TUP	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403328333	OC ANULADA			LARI	PROVIAS MTC	N° 21538-2020-MTC/20.22.4	25/11/2020/			"
"M-20-12-000	Certificado	1	INTERFERENCIA 23 GUADALUPE - ICA	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403361179	OC CERTIFICADA	1368.58	5033444935	DOMINION	PROVIAS MTC	CORREO DE ELSA MEDINA MEDINA  DEL 01 DE DICIE	01/12/2020/			2020-12-31 17:29:37"
"M-20-12-001	Certificado	2	OFICIO 24920 MTC - PANAMERICANA NORTE - SECTOR RIO CHICAMA CUATRO PROGRESIVAS - TRUJILLO	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403361178	OC CERTIFICADA	26100.03	5033449618	COBRA	PROVIAS MTC	OFICIO 24920 DEL 09 DE OCTUBRE DEL 2020.	07/12/2020/	FEVC-00007711	EMITIDO	2021-01-05 15:45:22"
"M-20-12-002	Cancelado	1	REVISION DE FO DE TDP - EBC BRYSON HILLS - DANOS A LA FO	OBRA PUBLICA	PROYECTOS TELXIUS	NO				SIN SOLICITUD OC	500.00		COMFICA	TELXIUS	CORREOS ALONSO CORNELIO	09/12/2020/			"
"M-20-12-003	Cancelado	1	Pruebax	OBRA PUBLICA	PROVIAS MTC	NO				SIN SOLICITUD OC			COBRA	Carlos	abc	08/12/2020/			"
"M-20-12-004	Certificado	1	AV AURELIO GARCIA Y GARCIA CERCADO DE LIMA REUBICACION TDP	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403361177	OC CERTIFICADA	2935.68	5033444811	LITEYCA	INVERMET	CARTA 337-2020- INVERMET DEL 11 DE DICIEMBRE 	16/12/2020/	 FEVC 00007645 	EMITIDO	2021-01-07 14:34:22"
"M-20-12-005	Certificado	1	PATIO TALLER BOCANEGRA DEL PROYECTO LINEA 2 METRO DE LIMA RAMAL AV. FAUCETT -AV GAMBETA	OBRA PUBLICA	MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403361176	OC CERTIFICADA	7792.96	5033449756	EZENTIS	MTC-ATU	CARTA 389-2020-ATU-DI-SAPLI DEL 14 DE DIC IEM	14/12/2020/	FEVC-00008076	EMITIDO	2020-12-31 19:00:09"
"M-20-12-006	Certificado	1	CARTA PUENTE FREYRE AREQUIPA PUNTA BOMBON - DEAN VALDIVIA 	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403361194	OC CERTIFICADA	4420.80	5031960793	EZENTIS	PROVIAS MTC	CARTA DE TDP 110-2019 EN RESPUESTA A CARTA 16	16/12/2020/	FEVC-00007310	EMITIDO	2021-01-05 15:44:43"
"M-20-12-007	Certificado	1	CARTA 005 DEL 05 NOV 2020 - REUBICACION DE 24 POSTES POMALCA - CHICLAYO	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403373600	OC CERTIFICADA	7911.93	5033449754	COBRA	CONSORCIO SAN MARTIN	CARTA 005 DEL 05 DE NOVIEMBRE DEL 2020	21/12/2020/			2021-01-12 11:13:39"
"M-20-12-008	Cancelado	1	EBC BRAYSON HILLS	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403373579	OC ANULADA			COMFICA	TELXIUS	CORREO VICTOR NORIEGA	22/12/2020/			"
"M-20-12-009	Cancelado	1	PROYECTOS VARIOS creado a soliciud de Elsa Medina y Owen para compromenter ppto 2020	OBRA PUBLICA	EMAPE	NO	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403373539	OC ANULADA			COBRA	ELSA MEDINA	CORREO DE ELSA:  Mié 23/12/2020 07:13	00/00/0000/			"
"M-21-02-000	Certificado	1	TALUDES EN CL.  AUGUSTO MIYASHIRO - AH PERMANENTE PACIFICO DE VILLA - CHORRILLOS	OBRA PUBLICA	EMAPE	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403422001	OC CERTIFICADA	1020.15	5032320566	DOMINION	EMAPE	CARTA - 911-2020- EMAPE-GESO	12/02/2021/			2021-04-19 09:39:46"
"M-21-02-001	Certificado	1	OBRAS EN CALLE MADERO - EX- JR LUIS HOYOS RUBIO -COOP  VIV. MANYLSA - ZONA 5 - SUB ZONA 2 - ATE VITARTE - 	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403421993	OC CERTIFICADA	6687.49	5033444529	LARI	CONSORCIO MADERO	CARTA 13 -2020 DEL 07 DICIEMBRE 2020 	12/02/2021/			2021-03-11 17:34:00"
"M-21-02-002	Certificado	1	PUENTE LOS CISNES - ATP RAMIRO PRIALE y RIO HUAYCOLORO  	OBRA PUBLICA	EMAPE	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403421987	OC CERTIFICADA	831.59	5032320570	LARI	EMAPE	CARTA 923-2020 DEL 01-11-2020	28/02/2021/			2021-03-11 17:33:41"
"M-21-02-003	Certificado	1	OBRAS EN PASAMAYITO  - SJL	OBRA PUBLICA	EMAPE	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403421939	OC CERTIFICADA	404.46	5032320612	COMFICA	EMAPE	CARTA 951 -2020 DEL 08 DE NOVIEMBRE DEL 2020	12/02/2021/	FEVC-00008024	EMITIDO	2021-03-01 13:30:38"
"M-21-02-004	Certificado	5	OBRAS EN AV MARIATEGUI TRAMO PASAJE BRISTOL Y AV WIESSE. SAN JUAN DE LURIGANCHO	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403421973	OC CERTIFICADA	6416.55	5032320484	COMFICA	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 026 DEL12 DE ENERO DEL 2021	12/02/2021/	 FEVC 00007645 	EMITIDO	2021-03-11 17:33:10"
"M-21-02-005	Certificado	25	SECTORES 1 - 2 y 3 DE LA AUTOPISTA DEL SOL - LAMBAYEQUE - PIURA 	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403421969	OC CERTIFICADA	160200.61	5032325197	COBRA	PROVIAS MTC	OFICIOS - 19027 DEL 28 DE AGOSTO - 2020 Y 112	12/02/2021/	FEVC00007501	EMITIDO	2021-03-11 12:41:44"
"M-21-02-006	Cancelado	1	CANCELAR NO HAY QUE REUBICAR - EJECUCION CONTRATO 351 - TRAMOS 1 Y 2 EX-STAR GLOBAL VARIANTE DE UCHUMAYO - AREQUIPA	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403432730	OC ANULADA			DOMINION	GOBIERNO REGIONAL DE AREQUIPA	CONTRATO 351 2013 -GRA- EX-STAR GLOBAL 	12/02/2021/			"
"M-21-02-007	Certificado	13	TREN MACHO - HUANCAYO HUANCAVELICA OBRAS DE REUBICACION TDP	OBRA PUBLICA	MTC	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403432687	OC CERTIFICADA	11335.84	5032325203	LARI	MTC	correo de Julio Cieza y aprobación de alonso 	15/02/2021/	FEVC-00008029	EMITIDO	2021-03-29 15:41:12"
"M-21-02-008	Certificado	1	ADICIONALES OVALO  MONITOR	OBRA PUBLICA	EMAPE	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403436551	OC CERTIFICADA	477.96	5031960645	LARI	EMAPE	CORREO ALONSO Y ELSA 18-02-2021A LAS 09:39 HO	18/02/2021/	FEVC-00004899	EMITIDO	"
"M-21-02-009	Certificado	2	ADICIONALES HUAYLAS	OBRA PUBLICA	EMAPE	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403455047	OC CERTIFICADA	17722.37	5032325202	DOMINION	EMAPE	CORREOS DE ADICIONALES	25/02/2021/	 FEVC 00007169 	EMITIDO	2021-04-01 12:02:32"
"M-21-02-010	Certificado	5	ZONA 01 - OBRAS EN JR AMAZONAS CUADRA UNO y JR. LAMPA  - CERCADO DE LIMA.	OBRA PUBLICA	EMAPE	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403455033	OC CERTIFICADA	14863.84	5032694215	COBRA	EMAPE	706-2021 EMAPE	01/03/2021/	 FEVC00007636 	EMITIDO	2021-04-19 14:46:18"
"M-21-03-000	Cancelado	1	Cancelar	OBRA PUBLICA	EMAPE	SI				SIN SOLICITUD OC	1500.00		COBRA	Nombre prueba	0001	01/03/2021/	123	EMITIDO	"
"M-21-03-001	Certificado	8	NIVELACION DE CUELLOS DE CAMARA EN CENTRO HISTORICO LIMA ZONAS 2 Y 3	OBRA PUBLICA	EMAPE	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403470155	OC CERTIFICADA	14685.01	5032694216	COBRA	EMAPE	CARTA  869 EMAPE/GESO/ DEL 11 DE MARZO DEL 20	13/03/2021/	 FEVC 00007646 / FEVC 00007637	EMITIDO	2021-04-19 14:47:12"
"M-21-03-002	Certificado	1	Afectacion de la PEX por obras en la E2 y PV2 de la Linea 2 del Metro de LIma - frente Cementerio Baquijano Callao	OBRA PUBLICA	MTC	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403469598	OC CERTIFICADA	894.39	5032037175	COBRA	MTC	Correo de alonso Cornelio 	16/03/2021/	FEVC-00001110	EMITIDO	2021-03-19 07:52:20"
"M-21-03-003	Certificado	1	OBRAS  EN PV4-3 y E4 DE LA LINEA 2 DEL METRO DE LIMA PARA  SEDAPAL.	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403486765	OC CERTIFICADA	46461.67	5032694213	EZENTIS	SEDAPAL - CONSORCIO BUENAVENUTURA 	CARTA 838-2021-EQ DEL 16 MARZO 2021	18/03/2021/			2021-04-29 11:49:36"
"M-21-03-004	Certificado	2	OBRAS PUENTE MONTALVO - MOQUEGUA	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403486790	OC CERTIFICADA	1365.67	5032678100	EZENTIS	PROVIAS NACIONAL	OFICIO 5877 - 2021	18/03/2021/			2021-05-06 13:16:49"
"M-21-03-005	Certificado	1	PUENTE LA MONICA - TEMBLADERA CAJAMARCA	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403486747	OC CERTIFICADA	538.56	5032607265	COBRA	PROVIAS MTC	CORREO DE MIGUEL VALDIVIA	23/03/2021/	FEVC-00001590	EMITIDO	2021-04-19 09:39:07"
"M-21-03-006	Certificado	1	ADICIONALES - OBRAS EN AV MARIATEGUI TRAMO PASAJE BRISTOL Y AV WIESSE. SAN JUAN DE LURIGANCHO	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-20-0681-00002	P-0055-20-0681-00002-001	9403506968	OC CERTIFICADA	2222.40	5032678041	COMFICA	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 168-2021-MML -PGRLM-SRI	29/03/2021/	FEVC 00007644	EMITIDO	2021-04-19 09:38:56"
"M-21-04-000	Certificado	1	AEROPUERTO AREQUIPA	OBRA PUBLICA	MTC	SI	P-0055-20-0681-00002	P-0055-20-0681-00002-001	9403506989	OC CERTIFICADA	9678.66	5032694065	DOMINION	MTC	OFICIO 1403-2021-MTC-19.03 DEL 25 DE MARZO DE	01/04/2021/	FEVC-00008028	EMITIDO	2021-04-29 11:51:55"
"M-21-04-001	Cancelado	1	OBRAS EN JUNTAS VECINALES SNTA ROSA - OMO Y OTRO - MOQUEGUA  cancelada porque se ejecuta como mantenimiento.	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI				SIN SOLICITUD OC	2000.00		EZENTIS	CONSORCIO AVANZA MOQUEGUA	CARTA 023-CANAMO-MOQUEGUA DEL 18 DE MARZO DEL	01/04/2021/			"
"M-21-04-002	Certificado	2	REUBICACION DE POSTES EN AV LAS TORRES TRAMO PTE TUMI HASTA AV MEDIA LUNA	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-20-0681-00002	P-0055-20-0681-00002-001	9403507020	OC CERTIFICADA	15532.50	5032694214	LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA 193-2021-MML-PGRLM-SR1 DEL 06 DE ABRIL 	08/04/2021/	FEVC-00007667	EMITIDO	2021-04-29 11:51:34"
"M-21-04-003	Cancelado	1	Se solicita cancelacion por error de sistema - REUBICACION DE POSTES DE CONCRETO EN LOS JIRONES  RICARDO (FERNANDO) WIESSE  Y JIRON MONSEFU EN EL AAHH	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403518697	OC ANULADA			COBRA	Prueba OC	1	01/04/2021/			"
"M-21-04-004	Certificado	1	REUBICACION DE POSTES DE CONCRETO EN LOS JIRONES  RICARDO (FERNANDO) WIESSE  Y JIRON MONSEFU EN EL AAHH. 1º DE OCTUBRE ? DISTRITO DE CERCADO DE LIMA 	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403518698	OC CERTIFICADA	3214.65	5033444730	COBRA	INVERMET	CARTA 305-2021 INVERMET DEL 14 DE ABRIL DEL 2	14/04/2021/			2021-05-17 14:18:44"
"M-21-04-005	Certificado	2	REUBICACION DE POSTES POR REHABILITACION DE PISTAS - VEREDAS Y SARDINELES EN AV. VILLARAN - URB. SAUCE - SURQUILLO  - LIMA	OBRA PUBLICA	EMAPE	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403524211	OC CERTIFICADA	5532.40	5033444567	DOMINION	EMAPE	251-2021-EMAPE-GESO	19/04/2021/			2021-05-21 12:12:26"
"M-21-04-006	Certificado	4	CONJUNTO HABITACIONAL MICAELA BASTIDAS - PIURA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-20-0188-00010	P-0055-20-0188-00010-001	9403528670	OC CERTIFICADA	12838.63	5033445583	COBRA	CONSORCIO SHALOM ENACE	CARTA 192-2021 CONSORCIO SHALOM ENACE DEL 09 	21/04/2021/	S/FEVC	EMITIDO	2021-05-21 12:11:45"
"M-21-04-007	Certificado	2	REUBICACIÓN DE LAS REDES DE FIBRA ÓPTICA EN EL ÓVALO DE ACCESO A CARTAVIO KM 609+185 Y EL ÓVALO DE ACCESO A SINTUCO KM 613+107	OBRA PUBLICA	PROVIAS MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403528608	OC CERTIFICADA	13081.22	5032694217	COBRA	PROVIAS MTC	OF. N° 8363-2021-MTC-20.11 DEL  09 DE ABRIL D	21/04/2021/			2021-05-06 13:16:10"
"M-21-04-008	Certificado	1	RECONCENTRACION DE ACOMETIDAS ESTACION TINGO MARIA METRO DE LIMA	OBRA PUBLICA	MTC	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403531521	OC CERTIFICADA	41.76	5033445175	COBRA	ATU 	CORREO ALONSO CORNELIO	23/04/2021/	FEVC-000056569	EMITIDO	2021-05-12 10:46:43"
"M-21-04-009	Certificado	1	MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA AV. PAUL POBLET LIND, DESDE EL JR. COMERCIO, ZONA 1, HASTA EL PUENTE INCA MOYA, CENTRO P	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403531499	OC CERTIFICADA	11532.19	5032607628	DOMINION	MUNICIPALIDAD METROPOLITANA DE LIMA - GRLM	CORREO ELSA MEDINA 21-04-2021 16:48 HORAS	23/04/2021/	 FEVC-00005078 	EMITIDO	2021-05-06 13:15:32"
"M-21-04-010	Certificado	1	TRABAJOS DEFINITIVOS EN Km 40 del Puente Quebrada Seca - Punta Hermosa - DUCTOS BAJO EL PUENTE - 	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-20-0114-00005	P-0055-20-0114-00005-001	9403550068	OC CERTIFICADA	3340.10	5033444684	DOMINION	ALMACENES BSF	CORREO ADJUNTO	29/04/2021/	FEVC-00003331	EMITIDO	2021-05-15 14:35:43"
"M-21-05-003	Certificado	1	ASOCIACIÓN DE VIVIENDA NUEVA ALBORADA, DISTRITO DE PAUCARPATA - AREQUIPA - AREQUIPA, III ETAPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403550039	OC CERTIFICADA	1971.46	5033444813	EZENTIS	CONSORCIO NOBUTEC	CARTA 60-2021-ALBORADA-CONSORCIO NOBUTEC	03/05/2021/			2021-05-30 14:00:30"
"M-21-05-004	Certificado	2	JR. HUANTA CDAS 9 -12 Y 13 CERCADO  DE LIMA	OBRA PUBLICA	MUNICIPALIDADES	SI	P-0055-21-0256-00005	P-0055-21-0256-00005-001	9403573096	OC CERTIFICADA	1403.07	5033444870	EZENTIS	INVERMET	R-5205-2021	10/05/2021/	FEVC-00007971	EMITIDO	2021-05-30 14:00:05"
"M-21-05-005	Cancelado	1	PARTE 2 - TALUDES DE ZARUMILLA. LINEA AMARILLA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI				SIN SOLICITUD OC	10000.00		DOMINION	LIMA EXPRESA	CARTA LIMA EXPRESA 158-2021	13/05/2021/			"
"M-21-05-006	Certificado	1	PARTE 2 - TALUDES DE AV. ZARUMILLA SMP - LINEA AMARILLA	OBRA PUBLICA	CONSORCIOS PRIVADOS	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403573077	OC CERTIFICADA	15886.38	5033445529	EZENTIS	LIMA EXPRESA	CARTA LIMA EXPRESA 158-2021	13/05/2021/			2021-05-30 13:59:28"
"M-21-05-007	Cancelado	1	AEROPUERTO DE TARAPOTO	OBRA PUBLICA	MTC	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403573055	OC ANULADA			COBRA	MTC AEROPUERTO DE TARAPOTO	OFICIO 2748-2021-MTC -19.03	15/05/2021/			"
"M-21-05-008	Cancelado	1	REUBICACION DE POSTES - Estación Pirámide del Sol ? San Juan de Lurigancho	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403578958	OC ANULADA			COMFICA	COSAPI	CARTA 30970-CAR-T01-2021-013	21/05/2021/			"
"M-21-05-009	Certificado	1	INTERCAMBIO VIAL AV. ARGENTINA - AV. UNIVERSITARIA CERCADO DELIMA	OBRA PUBLICA	EMAPE	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403578995	OC CERTIFICADA	57765.98	5033445424	COMFICA	EMAPE	151-2021-IHCSAC-EMAPE	21/05/2021/			2021-07-15 12:48:41"
"M-21-05-010	Cancelado	1	AMPLIACION DE LA TERCERA ETAPA DE LA VIA METROPOLITANA - AREQUIPA - CONSORCIO PROYECTO METROPOLITANA 3	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403581764	OC ANULADA			EZENTIS	prueba	12	21/05/2021/			"
"M-21-05-011	Certificado	1	RETIRO DE CABLE EN DESUSO DE ZONA DE AMPLIACION DE AEROPUERTO DE TRUJILLO	OBRA PUBLICA	MTC	SI	P-0055-21-0256-00001	P-0055-21-0256-00001-001	9403590588	OC CERTIFICADA	102.60	5033445152	COBRA	MTC AEROPUERTO DE TRUJILLO	CORREO DE ROSALY CONDOR SOTO	27/05/2021/	FEVC-00007768	EMITIDO	2021-06-07 13:03:00"
