"ITEMPLAN MADRE	NOMBRE	PROYECTO	SUB PROYECTO	PRIORIDAD	SOLICITUD	TIPO SOLICITUD	PEP	MONTO	ESTADO SOLICITUD	FECHA CREACION	FECHA VALIDACION	ESTADO FIRMA	ORDEN DE COMPRA	#CERTI.	EECC	ENCARGADO	NUMERO DE CARTA	FECHA DE RECEPCION	ESTADO ITEM MADRE"
"M-23-03-042	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE YAPATERA - CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00020	CREACION OC	P-0055-23-0092-00061	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-10 17:44:31		9404714412		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Cancelado"
"M-23-03-042	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE YAPATERA - CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-05-00023	ANULACION POS. OC	P-0055-23-0092-00061	5,000.00	ATENDIDO	2023-05-08 15:09:45	2023-05-11 14:57:28		9404714412		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Cancelado"
"M-23-03-041	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SOL SOL CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00021	CREACION OC	P-0055-23-0092-00062	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-10 17:47:16		9404714406		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11.	2023/03/31	Certificado"
"M-23-03-041	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SOL SOL CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-06-00005	EDICION OC	P-0055-23-0092-00062	9,530.97	ATENDIDO	2023-06-05 18:08:05	2023-06-22 13:47:59		9404714406		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11.	2023/03/31	Certificado"
"M-23-03-041	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SOL SOL CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-06-00006	CERTIFICACION OC	P-0055-23-0092-00062	9,530.97	ATENDIDO	2023-06-12 12:26:09	2023-07-19 09:31:16	ATENDIDO GERENTE	9404714406	5040048673	COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11.	2023/03/31	Certificado"
"M-23-03-040	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE ZANJÓN DEL ZORRO-CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00022	CREACION OC	P-0055-23-0092-00063	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 16:02:08		9404714373		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Certificado"
"M-23-03-040	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE ZANJÓN DEL ZORRO-CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-06-00009	EDICION OC	P-0055-23-0092-00063	9,035.56	ATENDIDO	2023-06-06 09:26:39	2023-06-22 13:48:13		9404714373		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Certificado"
"M-23-03-040	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE ZANJÓN DEL ZORRO-CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-06-00010	CERTIFICACION OC	P-0055-23-0092-00063	9,035.56	ATENDIDO	2023-06-12 12:26:15	2023-07-19 09:32:04	ATENDIDO GERENTE	9404714373	5040048730	COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Certificado"
"M-23-03-039	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE PACCHA-CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00023	CREACION OC	P-0055-23-0092-00064	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 16:02:42		9404714374		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11.	2023/03/31	Certificado"
"M-23-03-039	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE PACCHA-CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-06-00007	EDICION OC	P-0055-23-0092-00064	9,124.27	ATENDIDO	2023-06-05 18:22:02	2023-06-22 13:48:28		9404714374		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11.	2023/03/31	Certificado"
"M-23-03-039	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE PACCHA-CHULUCANAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-06-00008	CERTIFICACION OC	P-0055-23-0092-00064	9,124.27	ATENDIDO	2023-06-12 12:26:12	2023-07-19 09:31:47	ATENDIDO GERENTE	9404714374	5040048729	COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11.	2023/03/31	Certificado"
"M-23-03-038	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SAN JUAN DE MALINGAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00024	CREACION OC	P-0055-23-0092-00065	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 16:03:51		9404714393		COBRA	PROVIAS MTC	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE 	2023/03/31	Certificado"
"M-23-03-038	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SAN JUAN DE MALINGAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-05-00029	EDICION OC	P-0055-23-0092-00065	7,029.95	ATENDIDO	2023-05-29 09:47:36	2023-06-22 13:48:43		9404714393		COBRA	PROVIAS MTC	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE 	2023/03/31	Certificado"
"M-23-03-038	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SAN JUAN DE MALINGAS	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-05-00030	CERTIFICACION OC	P-0055-23-0092-00065	7,029.95	ATENDIDO	2023-06-12 12:25:59	2023-07-19 09:30:23	ATENDIDO GERENTE	9404714393	5040048677	COBRA	PROVIAS MTC	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE 	2023/03/31	Certificado"
"M-23-03-037	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SAN FRANCISCO - TAMBOGRANDE	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00025	CREACION OC	P-0055-23-0092-00066	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 16:04:23		9404714414		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Certificado"
"M-23-03-037	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SAN FRANCISCO - TAMBOGRANDE	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-06-00001	EDICION OC	P-0055-23-0092-00066	8,096.71	ATENDIDO	2023-06-02 16:55:31	2023-06-22 13:49:01		9404714414		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Certificado"
"M-23-03-037	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE SAN FRANCISCO - TAMBOGRANDE	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-06-00002	CERTIFICACION OC	P-0055-23-0092-00066	8,096.71	ATENDIDO	2023-06-12 12:26:02	2023-07-19 09:30:51	ATENDIDO GERENTE	9404714414	5040048678	COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Certificado"
"M-23-03-036	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE BONAPRA-TAMBO GRANDE	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00026	CREACION OC	P-0055-23-0092-00067	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 16:04:55		9404714407		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Cancelado"
"M-23-03-036	11 PUENTES - RED VIAL - RUTA PE-1NR - PUENTE BONAPRA-TAMBO GRANDE	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-05-00024	ANULACION POS. OC	P-0055-23-0092-00067	5,000.00	ATENDIDO	2023-05-08 15:10:26	2023-05-11 14:57:19		9404714407		COBRA	PROVIAS MTC	Oficio N° 2496 - 2023- MTC_20.11	2023/03/31	Cancelado"
"M-23-03-035	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 145+275	OBRA PUBLICA	MTC	NO	OP-2023-04-00027	CREACION OC	P-0055-23-0092-00068	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:49:50		9404714377		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-035	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 145+275	OBRA PUBLICA	MTC	NO	OP-2023-04-00134	EDICION OC	P-0055-23-0092-00068	24,014.53	ATENDIDO	2023-04-24 18:36:59	2023-05-08 12:01:18		9404714377		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-035	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 145+275	OBRA PUBLICA	MTC	NO	OP-2023-04-00135	CERTIFICACION OC	P-0055-23-0092-00068	24,014.53	ATENDIDO	2023-05-18 16:51:34	2023-07-11 14:06:51	ATENDIDO GERENTE	9404714377	5040014211	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-034	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 135+000	OBRA PUBLICA	MTC	NO	OP-2023-04-00028	CREACION OC	P-0055-23-0092-00069	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:50:28		9404714355		DOMINION	MTC	ORREO ARANSAENZ MARIA FERNANDA - MTC - RED VI	2023/03/31	Certificado"
"M-23-03-034	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 135+000	OBRA PUBLICA	MTC	NO	OP-2023-04-00132	EDICION OC	P-0055-23-0092-00069	29,868.03	ATENDIDO	2023-04-24 18:36:38	2023-05-08 12:00:56		9404714355		DOMINION	MTC	ORREO ARANSAENZ MARIA FERNANDA - MTC - RED VI	2023/03/31	Certificado"
"M-23-03-034	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 135+000	OBRA PUBLICA	MTC	NO	OP-2023-04-00133	CERTIFICACION OC	P-0055-23-0092-00069	29,868.03	ATENDIDO	2023-05-18 16:51:30	2023-07-11 14:06:36	ATENDIDO GERENTE	9404714355	5040014209	DOMINION	MTC	ORREO ARANSAENZ MARIA FERNANDA - MTC - RED VI	2023/03/31	Certificado"
"M-23-03-033	RED VIAL N° 6 - PASO A DESNIVEL VILLACURI - PROG 131+330	OBRA PUBLICA	MTC	NO	OP-2023-04-00029	CREACION OC	P-0055-23-0092-00070	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:50:57		9404714378		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-033	RED VIAL N° 6 - PASO A DESNIVEL VILLACURI - PROG 131+330	OBRA PUBLICA	MTC	NO	OP-2023-04-00130	EDICION OC	P-0055-23-0092-00070	21,780.44	ATENDIDO	2023-04-24 18:36:17	2023-05-08 12:00:35		9404714378		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-033	RED VIAL N° 6 - PASO A DESNIVEL VILLACURI - PROG 131+330	OBRA PUBLICA	MTC	NO	OP-2023-04-00131	CERTIFICACION OC	P-0055-23-0092-00070	21,780.44	ATENDIDO	2023-05-18 16:51:23	2023-07-11 14:00:46	ATENDIDO GERENTE	9404714378	5040013878	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-032	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 127+360	OBRA PUBLICA	MTC	NO	OP-2023-04-00030	CREACION OC	P-0055-23-0092-00071	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:51:39		9404714379		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-032	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 127+360	OBRA PUBLICA	MTC	NO	OP-2023-04-00128	EDICION OC	P-0055-23-0092-00071	24,062.45	ATENDIDO	2023-04-24 18:35:48	2023-05-08 12:00:22		9404714379		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-032	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 127+360	OBRA PUBLICA	MTC	NO	OP-2023-04-00129	CERTIFICACION OC	P-0055-23-0092-00071	24,062.45	ATENDIDO	2023-05-18 16:51:18	2023-07-11 14:04:21	ATENDIDO GERENTE	9404714379	5040014151	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-031	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 121+858	OBRA PUBLICA	MTC	NO	OP-2023-04-00031	CREACION OC	P-0055-23-0092-00072	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:52:34		9404714356		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-031	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 121+858	OBRA PUBLICA	MTC	NO	OP-2023-04-00126	EDICION OC	P-0055-23-0092-00072	23,611.68	ATENDIDO	2023-04-24 18:31:47	2023-05-08 12:00:06		9404714356		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-031	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 121+858	OBRA PUBLICA	MTC	NO	OP-2023-04-00127	CERTIFICACION OC	P-0055-23-0092-00072	23,611.68	ATENDIDO	2023-05-18 16:51:14	2023-07-11 14:07:38	ATENDIDO GERENTE	9404714356	5040014213	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-030	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 112+300	OBRA PUBLICA	MTC	NO	OP-2023-04-00032	CREACION OC	P-0055-23-0092-00073	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:53:10		9404714420		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-030	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 112+300	OBRA PUBLICA	MTC	NO	OP-2023-04-00140	EDICION OC	P-0055-23-0092-00073	23,414.39	ATENDIDO	2023-04-27 11:41:00	2023-05-18 18:04:13		9404714420		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-030	RED VIAL N° 6 - PASO A DESNIVEL CON ACCESOS - PROG 112+300	OBRA PUBLICA	MTC	NO	OP-2023-04-00141	CERTIFICACION OC	P-0055-23-0092-00073	23,414.39	ATENDIDO	2023-06-12 12:25:36	2023-07-11 13:59:54	ATENDIDO GERENTE	9404714420	5040013877	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-029	RED VIAL N° 6 - PASO A DESNIVEL DESVIO PARACAS - PROG 103+020 & PASO A DESNIVEL PALMERAS KM102+625 	OBRA PUBLICA	MTC	NO	OP-2023-04-00033	CREACION OC	P-0055-23-0092-00074	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:53:48		9404714394		DOMINION	MTC	ORREO ARANSAENZ MARIA FERNANDA - MTC - RED VI	2023/03/31	Certificado"
"M-23-03-029	RED VIAL N° 6 - PASO A DESNIVEL DESVIO PARACAS - PROG 103+020 & PASO A DESNIVEL PALMERAS KM102+625 	OBRA PUBLICA	MTC	NO	OP-2023-04-00142	EDICION OC	P-0055-23-0092-00074	21,971.57	ATENDIDO	2023-04-27 11:41:28	2023-05-18 18:03:24		9404714394		DOMINION	MTC	ORREO ARANSAENZ MARIA FERNANDA - MTC - RED VI	2023/03/31	Certificado"
"M-23-03-029	RED VIAL N° 6 - PASO A DESNIVEL DESVIO PARACAS - PROG 103+020 & PASO A DESNIVEL PALMERAS KM102+625 	OBRA PUBLICA	MTC	NO	OP-2023-04-00143	CERTIFICACION OC	P-0055-23-0092-00074	21,971.57	ATENDIDO	2023-06-12 12:25:38	2023-07-11 14:06:14	ATENDIDO GERENTE	9404714394	5040014153	DOMINION	MTC	ORREO ARANSAENZ MARIA FERNANDA - MTC - RED VI	2023/03/31	Certificado"
"M-23-03-028	RED VIAL N° 6 - PASO A DESNIVEL PROG 90+000 - PROG 89+46	OBRA PUBLICA	MTC	NO	OP-2023-04-00034	CREACION OC	P-0055-23-0092-00075	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:54:14		9404714357		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Cancelado"
"M-23-03-028	RED VIAL N° 6 - PASO A DESNIVEL PROG 90+000 - PROG 89+46	OBRA PUBLICA	MTC	NO	OP-2023-05-00007	ANULACION POS. OC	P-0055-23-0092-00075	5,000.00	ATENDIDO	2023-05-05 06:22:44	2023-05-08 11:59:19		9404714357		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Cancelado"
"M-23-03-027	RED VIAL N° 6 - PASO A DESNIVEL CHINCHAYSULLO CON ACCESO - PROG 70+340	OBRA PUBLICA	MTC	NO	OP-2023-04-00035	CREACION OC	P-0055-23-0092-00076	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:54:47		9404714358		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Cancelado"
"M-23-03-027	RED VIAL N° 6 - PASO A DESNIVEL CHINCHAYSULLO CON ACCESO - PROG 70+340	OBRA PUBLICA	MTC	NO	OP-2023-05-00018	ANULACION POS. OC	P-0055-23-0092-00076	5,000.00	ATENDIDO	2023-05-08 14:43:28	2023-05-11 14:57:11		9404714358		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Cancelado"
"M-23-03-026	PASO VEHICULAR CP 15 DE ENERO - KM60+86	OBRA PUBLICA	MTC	NO	OP-2023-04-00036	CREACION OC	P-0055-23-0092-00077	5,000.00	ATENDIDO	2023-04-10 09:01:28	2023-04-17 15:55:37		9404714409		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-026	PASO VEHICULAR CP 15 DE ENERO - KM60+86	OBRA PUBLICA	MTC	NO	OP-2023-05-00001	EDICION OC	P-0055-23-0092-00077	34,850.77	ATENDIDO	2023-05-03 15:39:44	2023-05-18 18:03:51		9404714409		DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-026	PASO VEHICULAR CP 15 DE ENERO - KM60+86	OBRA PUBLICA	MTC	NO	OP-2023-05-00002	CERTIFICACION OC	P-0055-23-0092-00077	34,850.77	ATENDIDO	2023-06-12 12:25:41	2023-07-11 14:04:39	ATENDIDO GERENTE	9404714409	5040014152	DOMINION	MTC	CORREO ARANSAENZ MARIA FERNANDA - MTC - RED V	2023/03/31	Certificado"
"M-23-03-025	EBC SOSIEGO NEW REEM - CHACHAPOYAS	OBRA PUBLICA	TORRERAS	NO	OP-2023-04-00118	CREACION OC	P-0055-23-0092-00078	3,000.00	ATENDIDO	2023-04-17 09:28:41	2023-04-20 13:49:28		9404733784		COBRA	ATC - TORRERA	CORREO SOLICITUD	2023/03/28	Certificado"
"M-23-03-025	EBC SOSIEGO NEW REEM - CHACHAPOYAS	OBRA PUBLICA	TORRERAS	NO	OP-2023-04-00136	EDICION OC	P-0055-23-0092-00078	588.48	ATENDIDO	2023-04-25 09:36:31	2023-04-26 11:18:51		9404733784		COBRA	ATC - TORRERA	CORREO SOLICITUD	2023/03/28	Certificado"
"M-23-03-025	EBC SOSIEGO NEW REEM - CHACHAPOYAS	OBRA PUBLICA	TORRERAS	NO	OP-2023-04-00137	CERTIFICACION OC	P-0055-23-0092-00078	588.48	ATENDIDO	2023-06-16 16:44:18	2023-07-14 02:58:18	ATENDIDO GERENTE	9404733784	5040046628	COBRA	ATC - TORRERA	CORREO SOLICITUD	2023/03/28	Certificado"
"M-23-03-024	OBRAS DE COMPLEMENTO CUADRANTE BELISARIO SOSA 2023	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-03-00037	CREACION OC	P-0055-23-0092-00052	15,000.00	ATENDIDO	2023-03-28 09:12:55	2023-03-31 12:17:18		9404700699		COBRA	INVERMET	COMPLEMENTO DE OBRAS CUADRANTE BELISARIO SOSA	2023/03/09	Certificado"
"M-23-03-024	OBRAS DE COMPLEMENTO CUADRANTE BELISARIO SOSA 2023	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-04-00121	EDICION OC	P-0055-23-0092-00052	958.38	ATENDIDO	2023-04-17 17:43:24	2023-04-18 11:44:49		9404700699		COBRA	INVERMET	COMPLEMENTO DE OBRAS CUADRANTE BELISARIO SOSA	2023/03/09	Certificado"
"M-23-03-024	OBRAS DE COMPLEMENTO CUADRANTE BELISARIO SOSA 2023	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-04-00122	CERTIFICACION OC	P-0055-23-0092-00052	958.38	ATENDIDO	2023-06-12 12:25:30	2023-07-11 13:57:48	ATENDIDO GERENTE	9404700699	5040009607	COBRA	INVERMET	COMPLEMENTO DE OBRAS CUADRANTE BELISARIO SOSA	2023/03/09	Certificado"
"M-23-03-023	AGUA-ALCANTARILLADO CIENEGUILLA	OBRA PUBLICA	SEDAPAL	NO	OP-2023-03-00040	CREACION OC	P-0055-23-0092-00054	15,000.00	ATENDIDO	2023-03-30 12:10:11	2023-03-31 12:29:56		9404700713		LARI	SEDAPAL - CONSORCIO LIMA ESTE	CARTA Nº 026-2023-RL-CLE	2023/03/03	Certificado"
"M-23-03-023	AGUA-ALCANTARILLADO CIENEGUILLA	OBRA PUBLICA	SEDAPAL	NO	OP-2023-08-00019	EDICION OC	P-0055-23-0092-00054	6,197.02	ATENDIDO	2023-08-10 16:14:03	2023-08-29 10:10:56		9404700713		LARI	SEDAPAL - CONSORCIO LIMA ESTE	CARTA Nº 026-2023-RL-CLE	2023/03/03	Certificado"
"M-23-03-023	AGUA-ALCANTARILLADO CIENEGUILLA	OBRA PUBLICA	SEDAPAL	NO	OP-2023-08-00020	CERTIFICACION OC	P-0055-23-0092-00054	6,197.02	ATENDIDO	2023-08-17 16:21:15	2023-09-12 11:44:28	ATENDIDO GERENTE	9404700713	5040555239	LARI	SEDAPAL - CONSORCIO LIMA ESTE	CARTA Nº 026-2023-RL-CLE	2023/03/03	Certificado"
"M-23-02-035	ACTUALIZACION - BOCA DEL RIO TACNA	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-03-00036	CREACION OC	P-0055-23-0092-00053	15,000.00	ATENDIDO	2023-03-28 09:09:57	2023-03-31 12:32:17		9404700720		DOMINION	PROVIAS - MTC	OFICIO N° 1474-2023-MTC-20.11	2023/02/27	Certificado"
"M-23-02-035	ACTUALIZACION - BOCA DEL RIO TACNA	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00119	EDICION OC	P-0055-23-0092-00053	2,836.03	ATENDIDO	2023-04-17 12:07:41	2023-04-18 11:45:39		9404700720		DOMINION	PROVIAS - MTC	OFICIO N° 1474-2023-MTC-20.11	2023/02/27	Certificado"
"M-23-02-035	ACTUALIZACION - BOCA DEL RIO TACNA	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-04-00120	CERTIFICACION OC	P-0055-23-0092-00053	2,836.03	ATENDIDO	2023-06-12 12:25:28	2023-07-11 13:55:54	ATENDIDO GERENTE	9404700720	5039376418	DOMINION	PROVIAS - MTC	OFICIO N° 1474-2023-MTC-20.11	2023/02/27	Certificado"
"M-23-02-034	PROYECTO QUEBRADA HUAYCOLORO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-03-00001	CREACION OC	P-0055-23-0092-00045	30,000.00	ATENDIDO	2023-03-01 11:31:48	2023-03-07 15:01:14		9404646664		LARI	CHINA INTERNATIONAL WATER & ELECTRIC CORP( PERU)	CWE-CART-QHUA-2023-098 	2023/02/16	Certificado"
"M-23-02-034	PROYECTO QUEBRADA HUAYCOLORO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-04-00138	EDICION OC	P-0055-23-0092-00045	2,307.63	ATENDIDO	2023-04-25 15:17:12	2023-04-26 11:18:37		9404646664		LARI	CHINA INTERNATIONAL WATER & ELECTRIC CORP( PERU)	CWE-CART-QHUA-2023-098 	2023/02/16	Certificado"
"M-23-02-034	PROYECTO QUEBRADA HUAYCOLORO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-04-00139	CERTIFICACION OC	P-0055-23-0092-00045	2,307.63	ATENDIDO	2023-05-18 16:51:38	2023-07-11 13:59:01	ATENDIDO GERENTE	9404646664	5040011152	LARI	CHINA INTERNATIONAL WATER & ELECTRIC CORP( PERU)	CWE-CART-QHUA-2023-098 	2023/02/16	Certificado"
"M-23-02-033	AV. PARINACOCHAS - NIVELACION DE  DOS CAMARAS - SEGUNDA ETAPA 	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-03-00002	CREACION OC	P-0055-23-0092-00046	15,000.00	ATENDIDO	2023-03-01 11:31:48	2023-03-07 15:10:36		9404646675		LARI	INVERMET	CARTA-000138-2023-GP 27.01.23 + CARTA 49.pdf	2023/02/16	Certificado"
"M-23-02-033	AV. PARINACOCHAS - NIVELACION DE  DOS CAMARAS - SEGUNDA ETAPA 	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-03-00034	EDICION OC	P-0055-23-0092-00046	190.30	ATENDIDO	2023-03-21 08:51:06	2023-03-23 16:11:40		9404646675		LARI	INVERMET	CARTA-000138-2023-GP 27.01.23 + CARTA 49.pdf	2023/02/16	Certificado"
"M-23-02-033	AV. PARINACOCHAS - NIVELACION DE  DOS CAMARAS - SEGUNDA ETAPA 	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-03-00035	CERTIFICACION OC	P-0055-23-0092-00046	190.30	ATENDIDO	2023-06-12 12:24:51	2023-07-11 13:58:45	ATENDIDO GERENTE	9404646675	5040010983	LARI	INVERMET	CARTA-000138-2023-GP 27.01.23 + CARTA 49.pdf	2023/02/16	Certificado"
"M-23-01-017	VIA EVITAMIENTO CHIMBOTE ENTRE EL KM 450 Y 451 DE LA PAN. NORTE - DOS SECTORES	OBRA PUBLICA	MTC	NO	OP-2023-03-00003	CREACION OC	P-0055-23-0092-00047	15,000.00	ATENDIDO	2023-03-01 11:31:48	2023-03-07 14:42:56		9404646700		COBRA	MTC - AUNOR 	OFICIO 0394-2023- MTC-19-03	2023/01/27	Certificado"
